age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34,management,single,tertiary,False,1350,True,False,unknown,21,may,68,1,-1,0,unknown,False
32,technician,married,secondary,False,1830,True,False,unknown,21,may,293,1,-1,0,unknown,False
31,technician,single,tertiary,False,1887,False,True,unknown,21,may,389,1,-1,0,unknown,False
34,blue-collar,married,secondary,False,622,True,False,unknown,21,may,145,1,-1,0,unknown,False
35,management,married,tertiary,False,1336,False,False,unknown,21,may,59,2,-1,0,unknown,False
32,blue-collar,single,secondary,False,1067,True,False,unknown,21,may,39,2,-1,0,unknown,False
31,technician,married,secondary,False,141,True,False,unknown,21,may,140,2,-1,0,unknown,False
41,management,single,tertiary,False,1216,True,False,unknown,21,may,53,3,-1,0,unknown,False
31,services,married,secondary,False,891,True,False,unknown,21,may,44,3,-1,0,unknown,False
32,blue-collar,married,primary,False,131,True,False,unknown,21,may,212,2,-1,0,unknown,False
33,technician,married,primary,False,5,False,False,unknown,21,may,57,2,-1,0,unknown,False
32,technician,married,secondary,False,901,True,False,unknown,21,may,102,3,-1,0,unknown,False
34,admin.,married,secondary,False,1191,True,False,unknown,21,may,383,2,-1,0,unknown,False
36,management,single,tertiary,False,1869,True,False,unknown,21,may,122,2,-1,0,unknown,False
37,self-employed,married,tertiary,False,2084,True,False,unknown,21,may,137,2,-1,0,unknown,False
32,technician,married,secondary,False,1389,True,False,unknown,21,may,189,2,-1,0,unknown,False
34,management,married,tertiary,False,0,True,False,unknown,21,may,88,2,-1,0,unknown,False
27,services,married,secondary,False,1303,True,True,unknown,21,may,364,1,-1,0,unknown,False
36,management,married,unknown,False,-35,True,True,unknown,21,may,17,2,-1,0,unknown,False
37,blue-collar,married,primary,False,3242,True,False,unknown,21,may,233,1,-1,0,unknown,False
32,blue-collar,single,secondary,False,435,True,False,unknown,21,may,373,2,-1,0,unknown,False
32,blue-collar,single,secondary,False,2696,True,False,unknown,21,may,445,1,-1,0,unknown,False
29,blue-collar,single,secondary,False,0,False,False,unknown,21,may,623,1,-1,0,unknown,False
34,blue-collar,married,primary,False,218,True,True,unknown,21,may,260,1,-1,0,unknown,False
33,self-employed,divorced,secondary,False,892,True,False,unknown,21,may,316,1,-1,0,unknown,False
31,technician,married,tertiary,False,1410,True,False,unknown,21,may,42,1,-1,0,unknown,False
31,admin.,single,tertiary,False,1583,True,False,unknown,21,may,207,1,-1,0,unknown,False
33,technician,single,secondary,False,296,True,False,unknown,21,may,226,1,-1,0,unknown,False
35,blue-collar,married,secondary,False,463,True,False,unknown,21,may,104,1,-1,0,unknown,False
37,management,married,tertiary,False,547,True,True,unknown,21,may,143,1,-1,0,unknown,False
42,technician,divorced,secondary,False,2974,True,False,unknown,21,may,187,5,-1,0,unknown,False
28,admin.,married,secondary,False,170,True,True,unknown,21,may,492,1,-1,0,unknown,False
29,management,married,secondary,False,-559,True,True,unknown,21,may,485,1,-1,0,unknown,False
21,student,single,secondary,False,232,True,False,unknown,21,may,110,2,-1,0,unknown,False
31,management,single,tertiary,False,385,True,False,unknown,21,may,304,1,-1,0,unknown,False
32,technician,single,unknown,False,317,True,False,unknown,21,may,394,2,-1,0,unknown,False
32,management,single,tertiary,False,728,True,False,unknown,21,may,125,1,-1,0,unknown,False
38,services,married,tertiary,False,-121,True,False,unknown,21,may,288,1,-1,0,unknown,False
29,management,single,tertiary,False,330,True,False,unknown,21,may,315,1,-1,0,unknown,False
31,management,single,tertiary,False,825,True,False,unknown,21,may,506,2,-1,0,unknown,True
36,management,single,tertiary,False,247,False,False,unknown,21,may,354,5,-1,0,unknown,False
30,technician,divorced,secondary,False,3100,True,False,unknown,21,may,154,4,-1,0,unknown,False
33,self-employed,married,tertiary,False,1301,True,False,unknown,21,may,184,2,-1,0,unknown,False
27,blue-collar,single,secondary,False,1279,True,True,unknown,21,may,450,1,-1,0,unknown,False
38,self-employed,married,tertiary,False,585,True,False,unknown,21,may,34,3,-1,0,unknown,False
38,management,married,tertiary,False,63,True,False,unknown,21,may,518,1,-1,0,unknown,False
28,unemployed,married,secondary,False,858,True,False,unknown,21,may,371,1,-1,0,unknown,False
40,services,divorced,secondary,False,0,False,False,unknown,21,may,111,4,-1,0,unknown,False
34,services,single,secondary,False,581,True,False,unknown,21,may,176,4,-1,0,unknown,False
28,technician,single,secondary,False,2034,True,False,unknown,21,may,196,1,-1,0,unknown,False
35,technician,married,secondary,False,1,True,True,unknown,21,may,85,1,-1,0,unknown,False
38,self-employed,single,secondary,False,1146,True,False,unknown,21,may,91,2,-1,0,unknown,False
34,technician,single,secondary,False,1091,True,False,unknown,21,may,252,2,-1,0,unknown,False
43,housemaid,married,secondary,False,-177,True,False,unknown,21,may,172,2,-1,0,unknown,False
30,management,married,tertiary,False,527,True,True,unknown,21,may,265,1,-1,0,unknown,False
31,services,single,secondary,False,481,True,False,unknown,21,may,114,2,-1,0,unknown,False
31,management,married,tertiary,False,1755,True,False,unknown,21,may,588,2,-1,0,unknown,False
25,blue-collar,single,secondary,False,491,True,False,unknown,21,may,393,1,-1,0,unknown,False
34,technician,single,tertiary,False,299,True,False,unknown,21,may,205,2,-1,0,unknown,False
39,blue-collar,single,secondary,False,1961,False,False,unknown,21,may,216,1,-1,0,unknown,False
38,management,married,tertiary,False,126,True,False,unknown,21,may,164,2,-1,0,unknown,False
27,management,single,secondary,False,967,True,False,unknown,21,may,162,1,-1,0,unknown,False
28,management,married,tertiary,False,395,False,False,unknown,21,may,178,1,-1,0,unknown,False
33,technician,single,secondary,False,239,True,False,unknown,21,may,127,1,-1,0,unknown,False
32,blue-collar,married,primary,False,885,True,False,unknown,21,may,127,2,-1,0,unknown,False
35,technician,married,secondary,True,-29,True,True,unknown,21,may,208,3,-1,0,unknown,False
32,blue-collar,married,secondary,False,-325,True,True,unknown,21,may,171,1,-1,0,unknown,False
31,services,married,secondary,False,428,True,False,unknown,21,may,272,1,-1,0,unknown,False
32,blue-collar,married,secondary,False,0,True,True,unknown,21,may,143,2,-1,0,unknown,False
28,blue-collar,single,primary,False,722,True,False,unknown,21,may,150,1,-1,0,unknown,False
33,management,single,tertiary,False,541,True,True,unknown,21,may,572,1,-1,0,unknown,False
30,services,married,secondary,False,702,True,False,unknown,21,may,573,1,-1,0,unknown,False
57,blue-collar,married,primary,False,42,True,False,unknown,21,may,384,3,-1,0,unknown,False
39,services,married,secondary,False,0,True,True,unknown,21,may,240,3,-1,0,unknown,False
24,services,single,secondary,False,-148,True,False,unknown,21,may,641,1,-1,0,unknown,False
34,management,single,tertiary,False,1717,True,False,unknown,21,may,269,2,-1,0,unknown,False
32,services,divorced,secondary,False,1156,True,False,unknown,21,may,488,1,-1,0,unknown,False
32,management,married,tertiary,False,1330,True,False,unknown,21,may,83,1,-1,0,unknown,False
28,unemployed,married,tertiary,False,264,True,False,unknown,21,may,443,2,-1,0,unknown,False
28,blue-collar,married,secondary,False,-114,True,False,unknown,21,may,244,2,-1,0,unknown,False
29,blue-collar,single,secondary,False,445,True,False,unknown,21,may,139,2,-1,0,unknown,False
34,management,single,tertiary,False,2412,True,False,unknown,21,may,154,2,-1,0,unknown,False
28,services,single,secondary,False,348,True,False,unknown,21,may,86,2,-1,0,unknown,False
36,admin.,divorced,secondary,False,775,True,False,unknown,21,may,65,3,-1,0,unknown,False
37,blue-collar,single,unknown,False,-114,True,False,unknown,21,may,113,2,-1,0,unknown,False
35,management,married,tertiary,False,1631,True,False,unknown,21,may,83,2,-1,0,unknown,False
33,technician,single,secondary,False,313,True,False,unknown,21,may,291,2,-1,0,unknown,False
34,entrepreneur,single,secondary,False,0,True,True,unknown,21,may,394,2,-1,0,unknown,False
24,blue-collar,single,secondary,False,171,True,False,unknown,21,may,151,2,-1,0,unknown,False
35,blue-collar,married,primary,False,453,True,False,unknown,21,may,312,2,-1,0,unknown,False
40,blue-collar,married,primary,False,558,True,True,unknown,21,may,56,3,-1,0,unknown,False
32,management,single,tertiary,False,1373,True,False,unknown,21,may,474,2,-1,0,unknown,False
38,blue-collar,single,primary,False,-100,True,False,unknown,21,may,189,2,-1,0,unknown,False
39,admin.,married,secondary,False,1985,True,False,unknown,21,may,155,4,-1,0,unknown,False
34,blue-collar,married,secondary,False,223,True,False,unknown,21,may,91,3,-1,0,unknown,False
33,management,married,tertiary,False,2308,True,False,unknown,21,may,232,2,-1,0,unknown,False
52,admin.,married,secondary,False,1933,True,False,unknown,21,may,153,4,-1,0,unknown,False
58,retired,married,secondary,False,1402,True,False,unknown,21,may,111,5,-1,0,unknown,False
26,services,single,secondary,False,186,True,False,unknown,21,may,72,3,-1,0,unknown,False
34,blue-collar,married,secondary,False,1739,True,True,unknown,21,may,213,2,-1,0,unknown,False
35,blue-collar,married,primary,False,1176,True,False,unknown,21,may,166,2,-1,0,unknown,False
30,services,single,secondary,False,-838,True,False,unknown,21,may,142,2,-1,0,unknown,False
33,management,single,tertiary,False,28,True,False,unknown,21,may,237,2,-1,0,unknown,False
38,self-employed,married,secondary,False,-165,True,False,unknown,21,may,230,2,-1,0,unknown,False
31,admin.,divorced,secondary,False,2294,True,False,unknown,21,may,96,2,-1,0,unknown,False
34,management,married,secondary,False,293,True,False,unknown,21,may,162,3,-1,0,unknown,False
33,management,married,secondary,False,609,True,False,unknown,21,may,239,2,-1,0,unknown,False
46,management,single,tertiary,False,-867,True,True,unknown,21,may,222,5,-1,0,unknown,False
27,blue-collar,single,secondary,False,-208,True,False,unknown,21,may,127,2,-1,0,unknown,False
35,services,married,secondary,False,1317,True,False,unknown,21,may,69,4,-1,0,unknown,False
32,admin.,divorced,secondary,False,335,True,False,unknown,21,may,501,2,-1,0,unknown,False
33,blue-collar,single,primary,False,1390,True,False,unknown,21,may,192,1,-1,0,unknown,False
37,blue-collar,married,secondary,False,1818,True,False,unknown,21,may,273,1,-1,0,unknown,False
37,blue-collar,married,primary,False,543,True,False,unknown,21,may,281,1,-1,0,unknown,False
31,blue-collar,married,secondary,False,3298,True,False,unknown,21,may,175,2,-1,0,unknown,False
34,blue-collar,single,secondary,False,89,True,True,unknown,21,may,175,2,-1,0,unknown,False
32,blue-collar,married,primary,False,-175,True,False,unknown,21,may,116,1,-1,0,unknown,False
33,blue-collar,married,secondary,False,263,True,False,unknown,21,may,206,3,-1,0,unknown,False
27,admin.,single,secondary,False,392,True,True,unknown,21,may,292,2,-1,0,unknown,False
31,blue-collar,married,secondary,False,1599,True,False,unknown,21,may,49,1,-1,0,unknown,False
32,technician,single,secondary,False,644,True,True,unknown,21,may,198,1,-1,0,unknown,False
39,management,married,tertiary,False,2271,True,False,unknown,21,may,575,2,-1,0,unknown,False
33,services,married,secondary,False,881,True,False,unknown,21,may,67,5,-1,0,unknown,False
38,blue-collar,married,secondary,False,924,True,False,unknown,21,may,108,2,-1,0,unknown,False
33,blue-collar,married,primary,False,240,True,False,unknown,21,may,373,3,-1,0,unknown,False
38,blue-collar,single,secondary,False,578,True,False,unknown,21,may,112,2,-1,0,unknown,False
30,blue-collar,married,primary,False,1317,True,False,unknown,21,may,395,2,-1,0,unknown,False
39,blue-collar,married,primary,False,2003,True,False,unknown,21,may,229,2,-1,0,unknown,False
33,technician,married,secondary,False,946,True,False,unknown,21,may,163,2,-1,0,unknown,False
32,blue-collar,married,secondary,False,920,True,False,unknown,21,may,135,2,-1,0,unknown,False
33,self-employed,married,tertiary,False,1545,True,False,unknown,21,may,357,2,-1,0,unknown,False
32,management,single,tertiary,False,1756,True,False,unknown,21,may,206,3,-1,0,unknown,False
34,blue-collar,married,secondary,False,360,True,False,unknown,21,may,66,2,-1,0,unknown,False
32,services,married,secondary,False,255,True,True,unknown,21,may,86,2,-1,0,unknown,False
37,management,married,tertiary,False,2205,False,False,unknown,21,may,85,4,-1,0,unknown,False
31,technician,married,secondary,False,510,True,False,unknown,21,may,117,3,-1,0,unknown,False
30,blue-collar,married,unknown,False,198,True,False,unknown,21,may,149,3,-1,0,unknown,False
32,blue-collar,married,secondary,False,43,True,False,unknown,21,may,173,2,-1,0,unknown,False
33,admin.,single,secondary,False,1779,True,False,unknown,21,may,175,2,-1,0,unknown,False
31,technician,married,secondary,False,589,True,True,unknown,21,may,151,1,-1,0,unknown,False
36,entrepreneur,married,secondary,False,352,True,False,unknown,21,may,139,2,-1,0,unknown,False
31,services,single,secondary,False,629,True,False,unknown,21,may,369,2,-1,0,unknown,False
36,blue-collar,married,secondary,False,342,True,True,unknown,21,may,88,3,-1,0,unknown,False
32,admin.,married,secondary,False,76,True,False,unknown,21,may,189,2,-1,0,unknown,False
31,admin.,single,tertiary,False,-194,False,False,unknown,21,may,165,2,-1,0,unknown,False
33,admin.,married,secondary,False,1499,True,False,unknown,21,may,144,2,-1,0,unknown,False
34,blue-collar,single,primary,False,245,True,False,unknown,21,may,21,3,-1,0,unknown,False
35,blue-collar,single,primary,False,49,True,False,unknown,21,may,234,2,-1,0,unknown,False
36,blue-collar,married,primary,False,0,True,False,unknown,21,may,59,2,-1,0,unknown,False
44,retired,married,primary,False,779,True,False,unknown,21,may,233,3,-1,0,unknown,False
36,blue-collar,divorced,secondary,False,625,True,False,unknown,21,may,265,2,-1,0,unknown,False
39,blue-collar,married,primary,False,568,True,False,unknown,21,may,173,3,-1,0,unknown,False
49,blue-collar,married,secondary,False,913,True,True,unknown,21,may,178,3,-1,0,unknown,False
38,blue-collar,married,secondary,False,622,True,False,unknown,21,may,611,2,-1,0,unknown,True
25,services,single,secondary,False,-61,True,False,unknown,21,may,203,2,-1,0,unknown,False
31,blue-collar,married,secondary,False,1138,True,True,unknown,21,may,254,3,-1,0,unknown,False
37,management,married,tertiary,False,0,True,True,unknown,21,may,72,5,-1,0,unknown,False
27,technician,married,secondary,False,-147,True,True,unknown,21,may,239,4,-1,0,unknown,False
32,blue-collar,married,primary,False,159,True,False,unknown,21,may,207,3,-1,0,unknown,False
46,blue-collar,married,secondary,False,2173,True,False,unknown,21,may,98,5,-1,0,unknown,False
37,blue-collar,married,primary,False,1455,True,False,unknown,21,may,165,2,-1,0,unknown,False
36,blue-collar,married,secondary,False,439,True,False,unknown,21,may,260,5,-1,0,unknown,False
31,blue-collar,single,primary,False,-280,False,False,unknown,21,may,281,3,-1,0,unknown,False
53,blue-collar,married,secondary,False,1023,True,False,unknown,21,may,150,3,-1,0,unknown,False
30,blue-collar,single,secondary,False,144,True,False,unknown,21,may,202,3,-1,0,unknown,False
31,housemaid,single,secondary,False,540,False,False,unknown,21,may,227,3,-1,0,unknown,False
49,blue-collar,married,secondary,False,1568,False,False,unknown,21,may,206,6,-1,0,unknown,False
44,blue-collar,married,primary,False,858,True,False,unknown,21,may,362,5,-1,0,unknown,False
34,entrepreneur,married,secondary,False,3119,True,False,unknown,21,may,250,4,-1,0,unknown,False
35,services,married,secondary,False,0,True,False,unknown,21,may,190,5,-1,0,unknown,False
30,blue-collar,married,primary,False,1023,True,False,unknown,21,may,168,3,-1,0,unknown,False
39,unemployed,single,secondary,False,2645,True,False,unknown,21,may,339,3,-1,0,unknown,False
33,blue-collar,married,secondary,False,0,True,False,unknown,21,may,521,3,-1,0,unknown,True
38,blue-collar,married,secondary,False,776,True,False,unknown,21,may,135,2,-1,0,unknown,False
33,blue-collar,married,primary,False,1165,True,False,unknown,21,may,420,2,-1,0,unknown,False
37,management,married,tertiary,False,412,True,False,unknown,21,may,110,4,-1,0,unknown,False
36,blue-collar,married,primary,False,-402,False,False,unknown,21,may,173,6,-1,0,unknown,False
37,management,married,tertiary,False,1813,True,False,unknown,21,may,291,4,-1,0,unknown,False
32,management,single,tertiary,False,1169,True,False,unknown,21,may,322,2,-1,0,unknown,False
33,blue-collar,married,primary,False,511,True,False,unknown,21,may,304,2,-1,0,unknown,False
52,blue-collar,married,primary,False,126,False,False,unknown,23,may,93,4,-1,0,unknown,False
33,management,married,tertiary,False,10,True,False,unknown,23,may,72,5,-1,0,unknown,False
35,management,single,tertiary,False,3137,True,False,unknown,23,may,72,3,-1,0,unknown,False
35,admin.,married,secondary,False,2238,True,False,unknown,23,may,42,3,-1,0,unknown,False
35,blue-collar,single,secondary,False,773,True,False,unknown,23,may,136,2,-1,0,unknown,False
30,services,single,secondary,False,399,True,True,unknown,23,may,158,3,-1,0,unknown,False
52,management,married,secondary,False,173,False,False,unknown,23,may,48,5,-1,0,unknown,False
36,blue-collar,single,secondary,False,690,True,False,unknown,23,may,86,2,-1,0,unknown,False
39,services,married,primary,False,1601,True,False,unknown,23,may,201,2,-1,0,unknown,False
39,blue-collar,married,secondary,False,439,True,False,unknown,23,may,214,3,-1,0,unknown,False
33,management,married,secondary,False,3132,True,False,unknown,23,may,350,5,-1,0,unknown,False
32,services,single,secondary,False,-408,True,False,unknown,23,may,253,2,-1,0,unknown,False
29,admin.,married,secondary,False,265,True,False,unknown,23,may,329,2,-1,0,unknown,False
37,technician,single,secondary,False,363,True,False,unknown,23,may,110,3,-1,0,unknown,False
33,technician,single,secondary,False,486,True,False,unknown,23,may,363,2,-1,0,unknown,False
33,technician,single,tertiary,False,594,True,True,unknown,23,may,149,1,-1,0,unknown,False
32,blue-collar,married,secondary,True,98,False,True,unknown,23,may,174,1,-1,0,unknown,False
54,blue-collar,divorced,secondary,False,462,True,False,unknown,23,may,260,3,-1,0,unknown,False
33,blue-collar,single,secondary,False,372,True,False,unknown,23,may,92,1,-1,0,unknown,False
33,admin.,single,secondary,False,1221,True,False,unknown,23,may,245,1,-1,0,unknown,False
38,self-employed,single,tertiary,False,917,True,False,unknown,23,may,260,1,-1,0,unknown,False
34,management,single,tertiary,False,0,True,False,unknown,23,may,346,1,-1,0,unknown,False
33,technician,married,secondary,False,884,True,False,unknown,23,may,271,1,-1,0,unknown,False
32,technician,married,secondary,False,587,True,False,unknown,23,may,203,1,-1,0,unknown,False
31,self-employed,single,tertiary,False,91,False,False,unknown,23,may,206,1,-1,0,unknown,False
33,entrepreneur,married,primary,False,165,True,False,unknown,23,may,218,1,-1,0,unknown,False
34,technician,married,secondary,False,456,True,False,unknown,23,may,621,1,-1,0,unknown,False
31,technician,single,tertiary,False,1710,True,False,unknown,23,may,385,1,-1,0,unknown,False
33,blue-collar,married,secondary,False,1138,True,True,unknown,23,may,509,1,-1,0,unknown,False
31,blue-collar,married,secondary,False,360,True,False,unknown,23,may,395,1,-1,0,unknown,False
32,management,married,tertiary,False,2737,True,True,unknown,23,may,38,1,-1,0,unknown,False
30,blue-collar,single,secondary,False,435,True,True,unknown,23,may,128,1,-1,0,unknown,False
55,blue-collar,married,secondary,False,989,True,True,unknown,23,may,246,4,-1,0,unknown,False
31,technician,single,secondary,False,1186,True,False,unknown,23,may,136,1,-1,0,unknown,False
32,blue-collar,married,primary,False,1261,True,False,unknown,23,may,132,1,-1,0,unknown,False
33,blue-collar,married,secondary,False,25,True,False,unknown,23,may,3,3,-1,0,unknown,False
30,blue-collar,married,primary,False,184,True,False,unknown,23,may,217,1,-1,0,unknown,False
29,self-employed,married,tertiary,False,751,True,False,unknown,23,may,121,2,-1,0,unknown,False
36,blue-collar,married,primary,False,711,True,False,unknown,23,may,154,2,-1,0,unknown,False
37,blue-collar,married,secondary,False,453,True,True,unknown,23,may,98,1,-1,0,unknown,False
32,technician,married,tertiary,False,1129,True,False,unknown,23,may,189,1,-1,0,unknown,False
33,entrepreneur,married,primary,False,237,True,False,unknown,23,may,89,1,-1,0,unknown,False
34,services,single,secondary,False,1239,True,False,unknown,23,may,164,1,-1,0,unknown,False
37,technician,married,secondary,False,0,True,False,unknown,23,may,412,6,-1,0,unknown,False
33,blue-collar,married,primary,False,392,True,False,unknown,23,may,302,1,-1,0,unknown,False
34,blue-collar,married,primary,False,2490,True,False,unknown,23,may,192,1,-1,0,unknown,False
31,blue-collar,married,secondary,False,873,True,False,unknown,23,may,145,4,-1,0,unknown,False
34,technician,married,secondary,False,1464,True,False,unknown,23,may,350,1,-1,0,unknown,False
35,blue-collar,single,primary,False,90,True,False,unknown,23,may,203,1,-1,0,unknown,False
31,blue-collar,married,secondary,False,714,True,False,unknown,23,may,254,1,-1,0,unknown,False
33,blue-collar,married,primary,False,463,True,False,unknown,23,may,230,1,-1,0,unknown,False
40,self-employed,married,secondary,False,1516,True,True,unknown,23,may,373,1,-1,0,unknown,False
31,blue-collar,single,secondary,False,509,True,False,unknown,23,may,183,1,-1,0,unknown,False
30,technician,married,secondary,False,207,True,False,unknown,23,may,72,2,-1,0,unknown,False
38,services,married,secondary,False,435,True,False,unknown,23,may,193,2,-1,0,unknown,False
34,technician,married,secondary,False,1092,False,False,unknown,23,may,268,1,-1,0,unknown,False
35,services,divorced,secondary,False,394,True,False,unknown,23,may,154,1,-1,0,unknown,False
40,blue-collar,married,primary,True,-509,True,False,unknown,23,may,298,1,-1,0,unknown,False
31,services,single,secondary,False,-32,True,False,unknown,23,may,157,1,-1,0,unknown,False
31,services,married,secondary,False,1273,True,False,unknown,23,may,442,1,-1,0,unknown,False
30,services,single,secondary,False,1649,True,False,unknown,23,may,206,1,-1,0,unknown,False
34,services,single,secondary,False,84,True,False,unknown,23,may,299,1,-1,0,unknown,False
32,services,single,secondary,False,2459,True,True,unknown,23,may,162,1,-1,0,unknown,False
30,blue-collar,married,primary,False,597,True,False,unknown,23,may,190,1,-1,0,unknown,False
32,management,single,secondary,False,-32,True,False,unknown,23,may,139,1,-1,0,unknown,False
37,admin.,married,secondary,False,525,True,False,unknown,23,may,425,1,-1,0,unknown,False
33,self-employed,married,tertiary,False,416,True,True,unknown,23,may,290,1,-1,0,unknown,False
31,admin.,single,secondary,False,680,True,False,unknown,23,may,152,1,-1,0,unknown,False
32,management,single,tertiary,False,3050,True,False,unknown,23,may,298,1,-1,0,unknown,False
34,blue-collar,married,secondary,False,750,True,False,unknown,23,may,204,1,-1,0,unknown,False
35,management,single,tertiary,False,643,True,False,unknown,23,may,322,1,-1,0,unknown,False
33,technician,divorced,tertiary,False,-386,True,False,unknown,23,may,530,1,-1,0,unknown,False
32,services,married,secondary,False,207,True,False,unknown,23,may,360,1,-1,0,unknown,False
32,student,single,secondary,False,1883,True,False,unknown,23,may,57,1,-1,0,unknown,False
30,blue-collar,married,primary,False,595,True,False,unknown,23,may,231,1,-1,0,unknown,False
30,management,single,tertiary,False,1243,True,False,unknown,23,may,135,1,-1,0,unknown,False
41,self-employed,married,tertiary,False,-326,True,True,unknown,23,may,86,2,-1,0,unknown,False
34,admin.,divorced,secondary,False,2144,True,False,unknown,23,may,157,1,-1,0,unknown,False
39,management,married,secondary,False,1410,True,False,unknown,23,may,55,1,-1,0,unknown,False
33,technician,single,secondary,False,177,True,False,unknown,23,may,293,1,-1,0,unknown,False
35,technician,married,secondary,False,291,False,False,unknown,23,may,100,1,-1,0,unknown,False
34,admin.,single,secondary,False,1880,True,False,unknown,23,may,297,1,-1,0,unknown,False
31,management,married,tertiary,False,7,True,False,unknown,23,may,191,1,-1,0,unknown,False
39,technician,single,tertiary,False,21,True,False,unknown,23,may,58,1,-1,0,unknown,False
30,management,single,tertiary,False,136,True,False,unknown,23,may,152,1,-1,0,unknown,False
31,entrepreneur,single,secondary,False,159,True,False,unknown,23,may,533,1,-1,0,unknown,False
42,services,married,primary,False,2557,True,False,unknown,23,may,28,3,-1,0,unknown,False
39,technician,married,secondary,False,287,True,False,unknown,23,may,63,1,-1,0,unknown,False
25,student,single,secondary,False,1765,True,False,unknown,23,may,135,2,-1,0,unknown,False
34,blue-collar,married,primary,False,571,True,False,unknown,23,may,202,2,-1,0,unknown,False
31,admin.,single,tertiary,False,0,True,True,unknown,23,may,181,1,-1,0,unknown,False
35,technician,married,secondary,False,700,True,False,unknown,23,may,240,2,-1,0,unknown,False
44,blue-collar,single,unknown,False,0,True,False,unknown,23,may,354,4,-1,0,unknown,False
28,blue-collar,married,secondary,False,59,True,True,unknown,23,may,293,2,-1,0,unknown,False
28,technician,single,tertiary,False,370,True,False,unknown,23,may,108,5,-1,0,unknown,False
31,entrepreneur,married,tertiary,False,0,True,False,unknown,23,may,275,2,-1,0,unknown,False
32,blue-collar,married,primary,False,225,True,False,unknown,23,may,23,1,-1,0,unknown,False
36,admin.,married,secondary,False,-118,True,True,unknown,23,may,263,2,-1,0,unknown,False
32,technician,single,tertiary,False,390,True,False,unknown,23,may,85,1,-1,0,unknown,False
37,management,single,tertiary,False,1379,True,False,unknown,23,may,319,3,-1,0,unknown,False
36,blue-collar,single,secondary,False,1168,True,False,unknown,23,may,242,3,-1,0,unknown,False
41,retired,married,secondary,False,287,False,False,unknown,23,may,236,2,-1,0,unknown,False
32,blue-collar,married,secondary,False,2549,True,False,unknown,23,may,246,3,-1,0,unknown,False
34,admin.,married,secondary,False,79,True,False,unknown,23,may,83,1,-1,0,unknown,False
31,management,single,tertiary,False,0,True,False,unknown,23,may,391,1,-1,0,unknown,False
32,blue-collar,married,primary,False,827,True,False,unknown,23,may,230,2,-1,0,unknown,False
39,management,married,tertiary,False,12,True,False,unknown,23,may,130,1,-1,0,unknown,False
36,blue-collar,married,primary,False,973,True,True,unknown,23,may,293,1,-1,0,unknown,False
34,housemaid,single,secondary,False,1408,True,False,unknown,23,may,245,1,-1,0,unknown,False
35,management,married,secondary,False,339,True,False,unknown,23,may,317,1,-1,0,unknown,False
32,technician,married,secondary,False,0,True,False,unknown,23,may,134,2,-1,0,unknown,False
36,blue-collar,married,secondary,False,520,True,False,unknown,23,may,110,2,-1,0,unknown,False
36,blue-collar,married,secondary,False,222,True,False,unknown,23,may,188,1,-1,0,unknown,False
31,management,divorced,tertiary,False,1804,True,False,unknown,23,may,206,1,-1,0,unknown,False
30,blue-collar,married,secondary,False,253,True,False,unknown,23,may,160,2,-1,0,unknown,False
33,blue-collar,married,secondary,False,524,True,False,unknown,23,may,156,2,-1,0,unknown,False
29,admin.,single,secondary,False,132,False,False,unknown,23,may,314,3,-1,0,unknown,False
36,management,divorced,tertiary,True,-1,True,True,unknown,23,may,268,1,-1,0,unknown,False
47,technician,married,secondary,False,-401,True,False,unknown,23,may,78,1,-1,0,unknown,False
32,blue-collar,married,primary,False,410,True,False,unknown,23,may,115,2,-1,0,unknown,False
32,technician,married,secondary,False,3155,True,False,unknown,23,may,99,3,-1,0,unknown,False
50,technician,married,tertiary,False,247,False,False,unknown,23,may,173,1,-1,0,unknown,False
41,management,single,tertiary,False,16,False,False,unknown,23,may,95,1,-1,0,unknown,False
29,housemaid,married,secondary,False,823,True,False,unknown,23,may,14,2,-1,0,unknown,False
24,admin.,single,tertiary,False,1141,True,False,unknown,23,may,230,1,-1,0,unknown,False
56,blue-collar,married,primary,False,246,True,False,unknown,23,may,438,1,-1,0,unknown,False
55,blue-collar,married,unknown,False,-102,True,False,unknown,23,may,35,1,-1,0,unknown,False
32,management,single,tertiary,False,151,False,False,unknown,23,may,111,2,-1,0,unknown,False
32,technician,single,tertiary,False,1212,True,False,unknown,23,may,463,2,-1,0,unknown,False
56,retired,married,secondary,False,397,True,False,unknown,23,may,252,1,-1,0,unknown,False
28,blue-collar,single,secondary,False,56,True,False,unknown,23,may,66,1,-1,0,unknown,False
34,blue-collar,single,secondary,False,1156,True,False,unknown,23,may,234,2,-1,0,unknown,False
26,student,single,tertiary,False,1570,True,False,unknown,23,may,81,1,-1,0,unknown,False
51,management,divorced,secondary,False,-175,True,True,unknown,23,may,270,1,-1,0,unknown,False
43,technician,divorced,secondary,False,353,True,False,unknown,23,may,153,1,-1,0,unknown,False
42,admin.,single,secondary,False,61,True,False,unknown,23,may,65,1,-1,0,unknown,False
31,management,single,tertiary,False,-1206,True,False,unknown,23,may,390,1,-1,0,unknown,False
29,blue-collar,single,secondary,False,208,True,False,unknown,23,may,249,1,-1,0,unknown,False
28,blue-collar,single,secondary,False,38,True,False,unknown,23,may,31,1,-1,0,unknown,False
